uid, timestamp, qid
cgs_4de294c165ca0, 1306739098, 1
cgs_4de294c165ca0, 1306739095, 3
cgs_4de294c165ca0, 1306739008, 2
cgs_4de294c165ca0, 1306738994, 1
cgs_4de294c165ca0, 1306738916, 2
cgs_4de294c165ca0, 1306738891, 1
cgs_4de294c165ca0, 1306738456, 2
cgs_4de294c165ca0, 1306738400, 1
cgs_4de294c165ca0, 1306738269, 2
cgs_4de294c165ca0, 1306738242, 1
cgs_4de294c165ca0, 1306738236, 3
cgs_4de294c165ca0, 1306738153, 2
cgs_4de294c165ca0, 1306738140, 1
cgs_4de294c165ca0, 1306738130, 3
cgs_4de294c165ca0, 1306738053, 2
cgs_4de294c165ca0, 1306738028, 1
cgs_4de294c165ca0, 1306738013, 1
cgs_4de294c165ca0, 1306737890, 2
cgs_4de294c165ca0, 1306737864, 1
cgs_4de294c165ca0, 1306737857, 1
cgs_4de294c165ca0, 1306737775, 2
cgs_4de294c165ca0, 1306737769, 3
cgs_4de294c165ca0, 1306737763, 3
cgs_4de294c165ca0, 1306737758, 3
cgs_4de294c165ca0, 1306737755, 3
cgs_4de294c165ca0, 1306737744, 3
cgs_4de294c165ca0, 1306737734, 3
cgs_4de294c165ca0, 1306737726, 1
cgs_4de294c165ca0, 1306737591, 2
cgs_4de294c165ca0, 1306737583, 1
cgs_4de294c165ca0, 1306737511, 1
cgs_4de294c165ca0, 1306737432, 2
cgs_4de294c165ca0, 1306737408, 1
cgs_4de294c165ca0, 1306737400, 1
cgs_4de294c165ca0, 1306737395, 3
cgs_4de294c165ca0, 1306737276, 2
cgs_4de294c165ca0, 1306737265, 1
cgs_4de294c165ca0, 1306737250, 1
cgs_4de294c165ca0, 1306737047, 2
cgs_4de294c165ca0, 1306737031, 4
cgs_4de294c165ca0, 1306737006, 1
cgs_4de294c165ca0, 1306736870, 2
cgs_4de294c165ca0, 1306736840, 1
cgs_4de294c165ca0, 1306736826, 1
cgs_4de294c165ca0, 1306736824, 3
cgs_4de294c165ca0, 1306736757, 2
cgs_4de294c165ca0, 1306736751, 1
cgs_4de294c165ca0, 1306736530, 2
cgs_4de294c165ca0, 1306736519, 1
cgs_4de294c165ca0, 1306736495, 1
cgs_4de294c165ca0, 1306736490, 3
cgs_4de294c165ca0, 1306736403, 2
cgs_4de294c165ca0, 1306736394, 1
cgs_4de294c165ca0, 1306736386, 3
cgs_4de294c165ca0, 1306736299, 2
cgs_4de294c165ca0, 1306736284, 1
cgs_4de294c165ca0, 1306736072, 2
cgs_4de294c165ca0, 1306736057, 1
cgs_4de294c165ca0, 1306736051, 3
cgs_4de294c165ca0, 1306736038, 3
cgs_4de294c165ca0, 1306735968, 2
cgs_4de294c165ca0, 1306735938, 1
cgs_4de294c165ca0, 1306735868, 2
cgs_4de294c165ca0, 1306735856, 1
cgs_4de294c165ca0, 1306735844, 3
cgs_4de294c165ca0, 1306735829, 1
cgs_4de294c165ca0, 1306735745, 2
cgs_4de294c165ca0, 1306735738, 1
cgs_4de294c165ca0, 1306735323, 2
cgs_4de294c165ca0, 1306735313, 1
cgs_4de294c165ca0, 1306735132, 2
cgs_4de294c165ca0, 1306735116, 1
cgs_4de294c165ca0, 1306735108, 3
cgs_4de294c165ca0, 1306735040, 2
cgs_4de294c165ca0, 1306735033, 3
cgs_4de294c165ca0, 1306735025, 1
cgs_4de1902758d6f, 1306733783, 2
cgs_4de1902758d6f, 1306733571, 1
cgs_4de1902758d6f, 1306733566, 6
cgs_4de32b905802d, 1306733183, 2
cgs_4de32b905802d, 1306733169, 1
cgs_4de32b905802d, 1306733157, 1
cgs_4de32b905802d, 1306733138, 2
cgs_4de32b905802d, 1306733135, 3
cgs_4de32b905802d, 1306733082, 1
cgs_4de32b905802d, 1306733037, 2
cgs_4de32b905802d, 1306733035, 1
cgs_4de32b905802d, 1306732959, 1
