uid, timestamp, type, gold won, towers, left army, right army
cgs_4ddc8b2c1e125, 0, request, -1 27 9 -1 30 11 -1 4 9 -1 1 11 , 1 1 2, 2 1 2 1 2 1 1 2 2, 108
cgs_4dd9fee41fb53, 0, -1 10 12 -1 10 14 -1 10 16 -1 20 12 -1 20 14 -1 20 16 -1 20 0 -1 11 0 -1 20 3 -1 11 3 -1 20 6 -1 11 6 -1 3 10 -1 4 9 -1 5 10 -1 7 8 -1 8 8 -1 7 12 -1 7 13 -1 7 14 -1 7 15 -1 7 16 -1 24 12 -1 24 13 -1 24 14 -1 24 15 -1 24 16 -1 27 9 -1 25 10 -1 24 8 -1 23 8 -1 1 1 -1 8 1 -1 5 7 -1 25 7 -1 22 0 -1 29 0 -1 4 1 -1 7 5 -1 1 6 -1 25 1 -1 28 6 -1 22 5 -1 25 4 -1 5 4 -1 8 12 -1 8 14 -1 8 16 -1 22 16 -1 22 14 -1 22 12 -1 0 11 -1 1 11 -1 2 10 -1 31 11 -1 30 11 -1 29 10 -1 28 10 , 15 3 13 2 4 7 11 14 15 7 14 5 9 1017 17 8 3 7 2 15 13 15 1017 15 15 8 1017 7 5 7 3 7 3 3 11 15 10 5 2 3 17 2 16 3 10 1 9 12 4 9 15 5 1017 2 4 8 1017 4 16 4 16 3 11 5 8 14 4 2 10 3 7 9 15 5 4 5 14 1017 4 7 15 1017 12 17 1017 8 7 13 17 8 3 1017 4 13 3 5 17 14 17 1017 9 7 11 4 3 15 1 1 9 1 15 17 1017 16 7 12 10 12 8 13 15 7 5 3 13 5 14 16 8 8 13 7 2 13 13 13 3 9 7 1017 10 12 14 12 7 1 3 8 12 17 11 7 8 17 4 13 2 17 7 4 17 10 9 2 11 11 16 12 4 5 8 13 1 14 9 8 7 11 5 9 8 9 13 1 5 1017 10 13 7 9 15 14 13 15 9 13 14 13 8 16 17 2 1 7 12 4 4, 7 2 2 1017 17 8 8 12 4 9 9 8 10 16 9 1017 13 4 15 5 4 8 14 12 11 14 13 3 15 2 5 13 14 5 14 2 17 3 9 7 10 2 5 14 10 1017 8 8 1 7 1 1017 16 1017 8 3 12 11 10 17 15 9 14 1 7 14 8 3 4 5 16 7 16 13 16 2 5 3 14 1017 8 10 12 10 13 1017 13 1017 17 1017 3 13 15 17 5 12 5 5 7 14 1 9 14 9 2 11 11 12 13 17 7 1 8 8 1 10 13 7 7 9 13 2 15 12 2 1017 10 13 1017 9 13 8 4 4 5 13 5 12 17 14 7 5 1017 3 10 2 17 7 8 9 1 17 8 16 5 12 1 15 4 1017 8 1017 2 8 5 5 15 15 13 9 1017 2 11 4 15 5 1017 10 10 8 7 1 17 10 17 7 7, 5599, request
cgs_4dce36741f171, 0, 13 7 15 2 12 16 14 14 1017 13 3 10 2 16 17 15 15 9 5 10 1 2 2 9 13 1 7 10 7 9 17 13 14 14 1 10 3 13 15 15 3 7 17 2 4 1 9 12 15 15 7 12 15 17 2 9 1 17 15 4 1 2 4 9 12 10 14 7 1017 11 15 11 4 13 13 4 9 11 17 7 4 9 4 8 1017 1 16 9 9 17 17 1017 14 15 8 10 8 1017 4 1017 10 15 4 15 4 2 8 15 9 12 8 7 12 4 11 2 5 9 5 4 14 11 1 13 17 10 17 11 12 4 9 9 1017 10 10 7 4 10 12 1 13 1 15 9 1017 12 4 17 15 5 15 4 1017 5 4 10 15 9 9 12 4 15 1017 13 7, 4648, -1 29 10 -1 27 9 -1 28 10 -1 4 10 -1 11 8 -1 9 8 -1 20 8 -1 22 8 -1 3 10 -1 2 10 -1 10 9 -1 21 9 -1 26 9 -1 25 9 -1 23 16 -1 7 12 -1 24 4 -1 7 8 -1 23 12 -1 7 16 -1 7 10 -1 23 10 -1 23 14 -1 7 14 -1 24 8 -1 24 6 -1 24 2 -1 24 0 -1 9 2 -1 9 6 -1 21 2 -1 21 6 -1 25 3 -1 25 6 -1 8 7 -1 23 7 -1 8 1 -1 23 1 -1 8 5 -1 23 5 -1 8 3 -1 7 6 -1 7 4 -1 7 2 -1 7 0 -1 23 3 -1 26 7 -1 26 6 -1 26 8 -1 26 1 -1 5 10 -1 26 5 -1 26 4 -1 26 3 -1 26 0 -1 9 4 -1 22 4 -1 9 0 -1 22 0 -1 26 2 -1 25 0 -1 27 8 -1 5 8 -1 4 8 -1 3 8 -1 9 13 -1 9 15 -1 21 13 -1 4 7 -1 5 3 -1 4 5 -1 5 7 -1 25 15 -1 6 6 -1 6 3 -1 6 0 -1 5 0 -1 5 1 -1 5 2 -1 5 4 -1 4 0 -1 4 1 -1 3 2 -1 3 3 -1 3 6 -1 3 7 -1 3 4 -1 3 5 -1 4 2 -1 4 3 -1 28 8 -1 27 6 -1 27 7 -1 27 3 -1 27 1 -1 27 4 -1 28 6 -1 5 13 -1 5 15 -1 25 13 -1 3 0 -1 3 1 -1 4 4 -1 5 6 -1 5 5 -1 4 6 -1 28 2 -1 28 0 -1 27 0 -1 28 4 -1 28 5 -1 28 7 -1 28 1 -1 28 3 -1 27 2 -1 27 5 , 8 3 17 12 12 13 12 4 4 7 1017 14 14 15 16 10 11 14 10 3 9 11 3 17 5 14 13 14 8 1 17 9 4 3 2 4 3 12 8 13 4 3 12 13 5 3 1017 13 1017 4 4 10 7 13 14 13 10 11 17 5 10 15 10 12 17 17 17 10 12 13 8 5 14 12 12 2 7 3 14 13 12 16 2 2 15 15 9 17 5 13 4 17 1 1 4 2 13 3 9 1 3 5 10 7 13 4 5 8 13 16 7 13 14 15 12 11 2 4 5 1017 14 8 7 10 1017 1017 1017 13 2 10 1017 12 4 13 8 14 4 3 12 1 4 3 8 11 8 13 16 9 5 11 10 14 17 1017 10 15 1017 9 10 9 14, request
cgs_4dce36741f171, 0, 4 17 1 5 10 4 5 3 7 10 12 7 15 11 16 7 1 8 17 5 17 13 10 4 3 15 7 1017 14 16 9 15 3 9 4 16 5 14 8 13 9 1017 3 1017 15 11 1 11 17 1 11 12 8 10 8 4 17 17 17 15 1017 14 5 5 14 3 12 11 5 8 17 15 8 8 1 3 1 17 7 11 5 8 4 8 8 14 3 1017 7 10 13 13 15 1017 1 9 1 2 1 4 15 5 1 7 9 13 2 16 5 2 9 9 17 13 13 10 9 4 12 9 17 17 15 5 7 1 9 2 1017 5 12 10 14 11 10 1 5 16 4 4 15 10 4 10 5 1017 7 10 10 5 3, 4287, -1 29 10 -1 27 9 -1 28 10 -1 4 10 -1 11 8 -1 9 8 -1 20 8 -1 22 8 -1 3 10 -1 2 10 -1 10 9 -1 21 9 -1 26 9 -1 25 9 -1 23 16 -1 7 12 -1 24 4 -1 7 8 -1 23 12 -1 7 16 -1 7 10 -1 23 10 -1 23 14 -1 7 14 -1 24 8 -1 24 6 -1 24 2 -1 24 0 -1 9 2 -1 9 6 -1 21 2 -1 21 6 -1 25 3 -1 25 6 -1 8 7 -1 23 7 -1 8 1 -1 23 1 -1 8 5 -1 23 5 -1 8 3 -1 7 6 -1 7 4 -1 7 2 -1 7 0 -1 23 3 -1 26 7 -1 26 6 -1 26 8 -1 26 1 -1 5 10 -1 26 5 -1 26 4 -1 26 3 -1 26 0 -1 9 4 -1 22 4 -1 9 0 -1 22 0 -1 26 2 -1 25 0 -1 27 8 -1 5 6 -1 5 8 -1 4 8 -1 3 8 -1 9 13 -1 9 15 -1 21 13 -1 28 4 -1 28 5 -1 27 5 -1 5 5 -1 4 6 -1 4 7 -1 4 4 -1 5 3 -1 4 5 -1 5 7 -1 25 15 -1 6 6 -1 6 3 -1 6 0 -1 5 0 -1 5 1 -1 5 2 -1 5 4 -1 3 0 -1 3 1 -1 4 0 -1 4 1 -1 3 2 -1 3 3 -1 3 6 -1 3 7 -1 3 4 -1 3 5 -1 4 2 -1 4 3 -1 28 1 -1 28 7 -1 28 8 -1 27 6 -1 27 7 -1 28 2 -1 27 0 -1 28 0 -1 28 3 -1 27 2 -1 27 3 -1 27 1 -1 27 4 -1 28 6 -1 5 13 -1 5 15 -1 25 13 , 9 12 14 14 4 13 3 14 13 1 2 1017 2 14 13 1 15 13 1 15 8 11 15 9 17 15 14 16 7 12 9 5 8 11 10 8 14 1017 14 4 1017 13 7 1 5 17 3 12 1017 3 8 17 13 17 4 3 2 8 4 3 4 17 8 17 14 9 3 1 3 7 17 4 5 7 16 14 9 13 14 15 1 3 12 7 8 1017 11 11 3 8 5 12 11 15 12 1 1 2 2 2 1017 13 9 5 11 4 5 4 9 9 2 10 1017 10 17 17 3 13 1 4 4 11 2 12 1017 12 5 17 14 10 13 16 7 16 4 3 10 3 15 4 13 2 3 14 11 15 5 7 2, request
cgs_4dce36741f171, 0, 1 12 10 16 2 10 17 9 1017 9 5 5 13 4 13 8 1017 3 2 3 10 5 9 5 16 8 9 4 14 12 15 1017 17 13 10 14 4 1 16 1017 8 7 15 1017 8 1 12 14 7 1 13 10 12 3 14 17 14 4 17 8 9 8 16 9 14 3 4 1017 17 1017 9 1017 9 4 2 9 7 1017 4 5 15 15 7 14 9 9 1017 15 13 11 15 14 15 11 15 2 15 10 14 7 9 11 14 4 12 12 5 10 14 12 17 17 16 3 3 5 12 1 8 9 15 1017 12 2 5 17 2 8 13 4 13 10 3 7 14 8 8 15 17 1017 3 12 2 4 17 1 13 9 8 7 4 5 1 14 16 1 4 10 9 5 8 2, 4786, -1 29 10 -1 27 9 -1 28 10 -1 4 10 -1 11 8 -1 9 8 -1 20 8 -1 22 8 -1 3 10 -1 2 10 -1 10 9 -1 21 9 -1 26 9 -1 25 9 -1 23 16 -1 7 12 -1 24 4 -1 7 8 -1 23 12 -1 7 16 -1 7 10 -1 23 10 -1 23 14 -1 7 14 -1 24 8 -1 24 6 -1 24 2 -1 24 0 -1 9 2 -1 9 6 -1 21 2 -1 21 6 -1 25 3 -1 25 6 -1 8 7 -1 23 7 -1 8 1 -1 23 1 -1 8 5 -1 23 5 -1 8 3 -1 7 6 -1 7 4 -1 7 2 -1 7 0 -1 23 3 -1 26 7 -1 26 6 -1 26 8 -1 26 1 -1 5 10 -1 26 5 -1 26 4 -1 26 3 -1 26 0 -1 9 4 -1 22 4 -1 9 0 -1 22 0 -1 26 2 -1 6 7 -1 6 1 -1 25 0 -1 27 8 -1 5 2 -1 5 0 -1 5 1 -1 4 2 -1 5 4 -1 3 5 -1 5 6 -1 5 8 -1 4 8 -1 3 8 -1 27 2 -1 27 1 -1 27 3 -1 27 4 -1 9 13 -1 9 15 -1 21 13 -1 27 0 -1 28 1 -1 28 2 -1 28 4 -1 28 5 -1 27 5 -1 3 0 -1 3 3 -1 3 4 -1 5 5 -1 4 3 -1 4 6 -1 4 7 -1 4 4 -1 5 3 -1 4 5 -1 5 7 -1 21 15 , 4 1017 1 17 12 2 11 1017 13 4 2 13 1017 13 1017 7 17 7 8 4 12 10 8 12 12 9 14 9 2 12 3 5 12 2 1017 2 7 1017 14 11 5 9 9 8 9 3 5 5 16 2 10 9 4 15 10 8 1 1017 3 1 4 14 15 4 12 14 7 17 11 2 12 14 13 16 17 13 14 10 9 1 9 16 8 14 14 4 9 7 13 15 3 14 8 9 2 9 3 14 14 5 10 5 4 12 12 12 8 17 9 12 13 1017 1017 11 13 2 8 2 16 16 4 17 8 14 12 5 5 17 1 9 15 7 17 14 2 13 2 10 16 7 14 16 15 1017 5 1017 3 12 13 14 5 13 17 1 9 13 4 1 8 16 15 12 12 13 16 8 11 5 7 7 1017 9 10 17 17 8 13 14 8 1017 5 2 5 3 15 7 12 10 17, request
cgs_4ddabda70b63d, 0, 4 3 3 3 2 8 1 1 1 2 2 1 1, request, 2 4 2 3 2 3 2 4 3 4 4 4, -1 20 9 -1 11 9 -1 10 9 -1 21 10 -1 22 10 -1 9 10 -1 23 11 -1 24 11 -1 8 11 -1 7 11 , 305
cgs_4ddabda70b63d, 0, 8 2 4 8 8 4 4 4 2 3 8 1, request, 4 1 2 2 8 2 1 8 2 3 1 8 1 2 3 1, -1 20 9 -1 11 9 -1 10 9 -1 21 10 -1 9 10 -1 22 10 -1 23 11 -1 24 11 -1 25 11 -1 8 11 -1 7 11 , 336
cgs_4ddabda70b63d, 0, 1 1 1 1 3 3 8 3 8 3 2 3 8 4, request, 2 1 3 2 2 3 8 8 2 1 3 2, -1 20 9 -1 11 9 -1 10 9 -1 8 10 -1 21 10 -1 22 11 -1 9 10 -1 23 11 -1 24 11 -1 25 11 -1 26 11 , 295
cgs_4dce36741f171, 0, 14 12 2 11 10 17 2 14 13 1 14 14 3 10 12 1 5 12 11 13 3 7 5 15 14 12 10 8 1 1017 15 8 13 2 5 4 3 5 1 10 15 7 1 5 14 3 4 7 13 5 15 13 16 13 9 13 1017 13 1 14 1017 14 5 5 15 5 3 10 11 17 8 14 8 15 11 10 10 4 7 13 7 17 5 8 2 15 16 8 2 12 10 8 1017 10 14 1 8 7 17 12 9 4 15 9 17 12 4 14 15 8 5 1 11 15 11 13 12 2 16 11 7 1017 4 4 1017 7 5 5 1 2 9 14 5 1 17 7 4 2 14 3 8 8 17 5 17 8 4 1 17 2 9 11 16 13 3 5, 4394, -1 29 10 -1 27 9 -1 28 10 -1 4 10 -1 11 8 -1 9 8 -1 20 8 -1 22 8 -1 3 10 -1 2 10 -1 10 9 -1 21 9 -1 26 9 -1 25 9 -1 23 16 -1 7 12 -1 24 4 -1 7 8 -1 23 12 -1 7 16 -1 7 10 -1 23 10 -1 23 14 -1 7 14 -1 24 8 -1 24 6 -1 24 2 -1 24 0 -1 9 2 -1 9 6 -1 21 2 -1 21 6 -1 25 3 -1 25 6 -1 8 7 -1 23 7 -1 8 1 -1 23 1 -1 8 5 -1 23 5 -1 8 3 -1 7 6 -1 7 4 -1 7 2 -1 7 0 -1 23 3 -1 26 7 -1 26 6 -1 26 8 -1 26 1 -1 5 10 -1 26 5 -1 26 4 -1 26 3 -1 26 0 -1 9 4 -1 22 4 -1 9 0 -1 22 0 -1 26 2 -1 6 7 -1 6 4 -1 6 1 -1 25 0 -1 27 6 -1 27 7 -1 27 8 -1 3 7 -1 3 6 -1 3 1 -1 28 7 -1 28 6 -1 28 8 -1 4 1 -1 5 2 -1 5 0 -1 4 0 -1 5 1 -1 3 2 -1 4 2 -1 5 4 -1 3 5 -1 5 6 -1 5 8 -1 4 8 -1 3 8 -1 28 0 -1 28 3 -1 27 2 -1 27 1 -1 27 3 -1 27 4 -1 9 13 -1 9 15 -1 21 13 -1 27 0 -1 28 1 -1 28 2 -1 28 4 -1 28 5 -1 27 5 -1 3 0 -1 3 3 -1 3 4 -1 5 5 -1 4 3 -1 4 6 -1 4 7 -1 4 4 -1 5 3 -1 4 5 -1 5 7 -1 21 15 , 3 7 17 12 1017 14 2 13 3 7 12 10 17 15 13 5 8 8 12 8 8 2 4 14 10 11 5 11 13 16 8 11 16 8 4 2 12 8 7 9 8 17 10 15 4 8 4 3 3 1017 8 12 1 9 1017 10 10 14 7 10 3 1017 5 12 16 8 11 2 13 14 7 7 1017 5 12 12 9 12 5 8 4 1 14 12 12 4 10 16 5 17 5 17 3 15 1 17 8 4 4 4 13 12 7 4 7 16 12 12 1017 12 1017 4 14 15 9 3 10 11 17 8 2 17 3 9 9 5 3 11 1 10 3 14 9 16 7 9 10 4 17 3 12 17 9 11 14 17 8 16 10 7, request
cgs_4ddabda70b63d, 0, 4 3 2 1 2 4 1, request, 1 1 8 3 3 2 4 3 8 3 2 1 3, -1 20 9 -1 11 9 -1 10 9 -1 9 10 -1 21 10 -1 22 11 -1 8 11 -1 23 11 -1 24 11 -1 25 11 -1 26 11 , 240
cgs_4ddabda70b63d, 0, 3 2 8 2 3 8 1 3 1 3, request, 3 8 2 1 3 2 2 3 2 2 2 2, -1 20 9 -1 11 9 -1 10 9 -1 9 10 -1 21 10 -1 22 11 -1 23 11 -1 24 11 -1 25 11 -1 26 11 -1 27 11 -1 8 11 -1 7 11 -1 6 11 -1 5 11 , 232
cgs_4ddabda70b63d, 0, 1 8 1 1 2 2 2 2 8 2 2 3, request, 2 1 3 8 3 3 2 2 2 1, -1 20 9 -1 11 9 -1 10 9 -1 9 10 -1 21 10 -1 22 11 -1 23 11 -1 24 11 -1 25 11 -1 26 11 , 221
cgs_4ddabda70b63d, 0, 1 2 1 2 3 2 3 2 2 3 1 3 2, request, 8 1 1 2 2 2 1 2 2 3 8, -1 20 9 -1 11 9 -1 10 9 -1 9 10 -1 21 10 -1 22 11 -1 23 11 -1 24 11 -1 25 11 -1 26 11 , 239
cgs_4ddabda70b63d, 0, 8 3 1 2 2 8 2 2 3 8 3 2 8 1, request, 1 1 3 1 3 1 8 2, -1 20 9 -1 21 9 -1 11 9 -1 10 9 -1 9 10 -1 22 11 -1 23 11 -1 24 11 -1 25 11 -1 26 11 , 238
cgs_4ddabda70b63d, 0, 2 2 2 2 8 2 1 8 1 1 2 2 2, request, 1 2 2 2 1 8 8 1, -1 20 9 -1 21 9 -1 11 9 -1 10 9 -1 9 9 -1 22 11 -1 23 11 -1 24 11 -1 25 11 -1 26 11 , 200
cgs_4ddabda70b63d, 0, 2 2 2 8 2 8, request, 1 2 1 1 1 1 1 1 2 8 2 1 2 8, -1 20 9 -1 21 9 -1 11 9 -1 10 9 -1 9 9 -1 22 11 -1 23 11 -1 24 11 -1 25 11 -1 26 11 , 196
cgs_4dce36741f171, 0, 9 4 1017 12 5 1 15 9 10 16 16 7 4 8 17 13 9 2 5 1 9 13 17 5 2 14 13 12 5 12 12 17 1017 11 9 3 14 17 13 7 4 10 14 15 13 3 2 15 1 10 1017 1 8 17 7 17 13 4 13 1 9 7 9 14 17 5 12 13 3 8 1 1 3 2 5 14 11 3 13 1017 14 9 1 14 7 8 1 13 1017 1017 13 1 11 15 7 5 4 16 11 13 4 4 2 1 15 17 5 4 17 10 9 13 8 1 17 2 4 17 17 16 15 1017 16 14 14 7 17 12 4 17 14 10 9 9 8 5 1017 2 10 10 10 13 1017 4 14 5 5 1017 5 15 2 5 5, 4466, -1 26 12 -1 5 12 -1 26 14 -1 26 16 -1 5 13 -1 5 17 -1 26 13 -1 26 15 -1 26 17 -1 29 10 -1 27 9 -1 28 10 -1 4 10 -1 11 8 -1 9 8 -1 20 8 -1 22 8 -1 3 10 -1 2 10 -1 10 9 -1 21 9 -1 26 9 -1 25 9 -1 23 16 -1 7 12 -1 24 4 -1 7 8 -1 23 12 -1 7 16 -1 7 10 -1 23 10 -1 23 14 -1 7 14 -1 24 8 -1 24 6 -1 24 2 -1 24 0 -1 9 2 -1 9 6 -1 21 2 -1 21 6 -1 25 3 -1 25 6 -1 8 7 -1 23 7 -1 8 1 -1 23 1 -1 8 5 -1 23 5 -1 8 3 -1 7 6 -1 7 4 -1 7 2 -1 7 0 -1 23 3 -1 26 7 -1 26 6 -1 26 8 -1 26 1 -1 5 14 -1 5 16 -1 5 10 -1 26 5 -1 26 4 -1 26 3 -1 26 0 -1 9 4 -1 22 4 -1 9 0 -1 22 0 -1 26 2 -1 5 3 -1 4 3 -1 4 4 -1 4 5 -1 5 5 -1 4 6 -1 4 7 -1 5 7 -1 6 7 -1 6 4 -1 6 1 -1 25 0 -1 27 5 -1 27 6 -1 27 7 -1 27 8 -1 3 7 -1 3 6 -1 3 4 -1 3 3 -1 3 0 -1 3 1 -1 28 4 -1 28 5 -1 28 7 -1 28 6 -1 28 8 -1 4 1 -1 5 2 -1 5 0 -1 4 0 -1 5 1 -1 3 2 -1 4 2 -1 5 4 -1 3 5 -1 5 6 -1 5 8 -1 4 8 -1 3 8 -1 28 2 -1 28 1 -1 27 0 -1 28 0 -1 28 3 -1 27 2 -1 27 1 -1 27 3 -1 27 4 -1 5 15 -1 9 13 -1 9 15 -1 21 13 , 4 10 5 1017 14 2 2 4 3 13 14 10 13 1017 15 10 10 1017 1 1 14 16 17 13 14 8 15 10 2 9 2 12 10 1017 13 12 5 12 10 12 1 4 1 8 14 3 9 8 1 16 5 10 1 15 4 3 5 3 12 3 12 5 14 16 7 16 5 1017 2 14 1017 12 17 9 17 8 1017 2 13 1 11 15 1 7 12 1 1017 1 8 7 8 13 1 9 4 5 9 3 1 2 12 8 15 7 3 17 13 10 2 10 17 14 5 13 16 5 7 7 7 1017 17 5 9 16 3 2 10 17 12 4 3 11 8 9 1 4 2 4 11 8 1 4 9 11 13 10 10 8 7 5 14 5 9 5 3 15 4 5 17, request
cgs_4ddabda70b63d, 0, 2 8 2 8 2 2 8 2 8 1 8 2, request, 2 1 8 8 8 2 2 1 1, -1 20 9 -1 21 9 -1 11 9 -1 10 9 -1 9 9 , 216
cgs_4ddabda70b63d, 0, 2 8 2 8 2 2 8 2 8 1 8 2, request, 2 1 8 8 8 2 2 1 1, -1 20 9 -1 21 9 -1 11 9 -1 10 9 -1 9 9 , 216
cgs_4ddabda70b63d, 0, 1 1 2 2 2 2 2, request, 8 2 8 1 2 2 2 1 2 8 2 1 1 2 8, -1 20 9 -1 21 9 -1 11 9 -1 10 9 -1 9 9 , 208
cgs_4ddabda70b63d, 0, 2 1 2 8 1 8 2 8 2 2, request, 1 8 2 2 8 2 2, -1 20 9 -1 21 9 -1 11 9 -1 10 9 -1 9 11 , 167
cgs_4ddabda70b63d, 0, 8 2 2 1 2 1 2 8 1 2 2 2, request, 1 2 2 2 2, -1 20 9 -1 21 9 -1 11 9 -1 10 9 -1 9 11 , 154
cgs_4ddabda70b63d, 0, 2 2 2 1 1 1 2, request, 2 2 2 2 2 2 1 1 2 2, -1 20 9 -1 21 9 -1 11 9 -1 10 9 -1 9 11 , 146
cgs_4ddabda70b63d, 0, 1 1 1 2, request, 2 2 1 2 1 2 2 1 2 1 2, -1 20 9 -1 11 9 -1 21 9 -1 10 11 , 134
cgs_4ddabda70b63d, 0, 1 2 2, request, 2 2 1 1 1 2 2 1 1 2, -1 20 9 -1 11 9 -1 21 9 -1 10 11 , 116
cgs_4ddabda70b63d, 0, 1 1 1 1 1, request, 2 2 2 1 2 2, -1 20 9 -1 11 9 -1 21 9 , 100
cgs_4ddabda70b63d, 0, 1 1 1 2 1 1 1 2 2 2, request, 1 2, -1 20 9 -1 11 9 -1 21 9 , 110
cgs_4dce36741f171, 0, 12 9 1017 7 8 7 10 17 1 10 2 15 8 1017 10 8 7 5 11 7 5 9 7 14 7 11 1017 12 4 15 14 12 12 12 4 13 7 2 1017 10 8 12 15 14 2 13 3 3 12 7 7 15 17 9 14 5 3 2 2 15 7 12 3 9 17 12 14 4 1017 1 13 8 12 1 4 8 13 4 17 1017 15 10 5 12 1017 15 3 14 7 1 9 1 1017 15 4 1017 10 13 7 1017 1017 8 5 3 15 16 1017 7 12 15 15 14 1 17 7 1017 11 3 1017 13 1 4 15 7 17 5 7 13 14 8 12 10 1 5 17 5 10 5 4 5 9 5 1 10 12 15 2 4 9 5 17 12 13 16 9 2 5 9 12 2 2 1017 1 8 4 12 17 17 7 4 2 14 4 4 3 12 9 7 12 1 7 9 10 1 10 12 11 1 15 13 8 9, 4847, -1 26 12 -1 5 12 -1 26 14 -1 26 16 -1 5 13 -1 5 17 -1 26 13 -1 26 15 -1 26 17 -1 29 10 -1 27 9 -1 28 10 -1 4 10 -1 11 8 -1 9 8 -1 20 8 -1 22 8 -1 3 10 -1 2 10 -1 10 9 -1 21 9 -1 26 9 -1 25 9 -1 23 16 -1 7 12 -1 24 4 -1 7 8 -1 23 12 -1 7 16 -1 7 10 -1 23 10 -1 23 14 -1 7 14 -1 24 8 -1 24 6 -1 24 2 -1 24 0 -1 9 2 -1 9 6 -1 21 2 -1 21 6 -1 25 3 -1 25 6 -1 8 7 -1 23 7 -1 8 1 -1 23 1 -1 8 5 -1 23 5 -1 8 3 -1 7 6 -1 7 4 -1 7 2 -1 7 0 -1 23 3 -1 26 7 -1 26 6 -1 26 8 -1 26 1 -1 5 14 -1 5 16 -1 5 10 -1 26 5 -1 26 4 -1 26 3 -1 26 0 -1 9 4 -1 22 4 -1 9 0 -1 22 0 -1 5 1 -1 5 0 -1 5 8 -1 26 2 -1 4 2 -1 4 1 -1 5 4 -1 5 6 -1 4 8 -1 27 4 -1 5 2 -1 5 3 -1 4 0 -1 4 3 -1 4 4 -1 4 5 -1 5 5 -1 4 6 -1 4 7 -1 5 7 -1 27 0 -1 27 1 -1 27 2 -1 27 3 -1 6 7 -1 6 4 -1 6 1 -1 25 0 -1 27 5 -1 27 6 -1 27 7 -1 27 8 -1 3 8 -1 3 7 -1 3 6 -1 3 5 -1 3 4 -1 3 3 -1 3 2 -1 3 0 -1 3 1 -1 28 0 -1 28 1 -1 28 2 -1 28 3 -1 28 4 -1 28 5 -1 28 7 -1 28 6 -1 28 8 , 10 3 15 2 5 9 14 5 14 1017 9 5 1 9 9 3 3 1 5 5 1 14 14 3 15 11 1017 10 15 10 15 15 5 9 15 7 9 13 15 15 3 7 4 8 3 13 13 2 10 9 9 15 16 15 17 15 9 12 1 2 2 10 10 4 7 1 15 11 1 8 4 1 8 15 7 9 1017 1017 2 12 3 11 10 4 1 13 14 4 13 3 4 17 14 3 8 3 16 3 13 10 15 14 2 17 3 13 12 15 2 12 7 15 17 9 10 5 4 1 10 1017 17 1 11 1017 13 11 14 14 3 15 14 7 9 12 7 2 8 17 15 14 15 16 17 1 2 13 11 7 16 14 2 7 14 1017 13 11 5, request
