uid, timestamp, level
cgs_4dda9f532e3cf, 0, 9
cgs_4dda9f532e3cf, 0, 8
cgs_4ddb3a17508d0, 0, 4
cgs_4ddae3a3ea304, 0, 7
cgs_4ddae3a3ea304, 0, 6
cgs_4ddae3a3ea304, 0, 5
cgs_4ddae3a3ea304, 0, 4
cgs_4dd96387cc396, 0, 3
cgs_4dd96387cc396, 0, 2
cgs_4ddb6cd6ee08f, 0, 5
cgs_4ddb6cd6ee08f, 0, 5
cgs_4ddb6cd6ee08f, 0, 4
cgs_4ddb6cd6ee08f, 0, 3
cgs_4dd9fee41fb53, 0, 12
cgs_4dd9fee41fb53, 0, 11
cgs_4ddb6cd6ee08f, 0, 2
cgs_4ddb6cd6ee08f, 0, 1
cgs_4dd9fee41fb53, 0, 10
cgs_4dd9ff28e0d32, 0, 15
cgs_4dd9fee41fb53, 0, 9
cgs_4ddac9f8c16e4, 0, 14
cgs_4dd9fee41fb53, 0, 8
cgs_4dd9fee41fb53, 0, 7
cgs_4ddb2c2f2c564, 0, 15
cgs_4ddb2c2f2c564, 0, 15
cgs_4dda9f532e3cf, 0, 7
cgs_4dd9fee41fb53, 0, 6
cgs_4ddac9f8c16e4, 0, 13
cgs_4dda9f532e3cf, 0, 6
cgs_4ddac9f8c16e4, 0, 12
cgs_4dda9f532e3cf, 0, 5
cgs_4dda9f532e3cf, 0, 5
cgs_4ddac9f8c16e4, 0, 11
cgs_4dda9f532e3cf, 0, 5
cgs_4dda9f532e3cf, 0, 4
cgs_4dda9f532e3cf, 0, 3
cgs_4ddac9f8c16e4, 0, 9
cgs_4ddac9f8c16e4, 0, 8
cgs_4ddac9f8c16e4, 0, 7
cgs_4ddac9f8c16e4, 0, 7
cgs_4ddb475076d48, 0, 15
cgs_4ddb4062a80fe, 0, 2
cgs_4ddb4062a80fe, 0, 2
cgs_4ddb4062a80fe, 0, 2
cgs_4ddb4062a80fe, 0, 1
cgs_4ddb10ff77f3c, 0, 15
cgs_4ddb10ff77f3c, 0, 15
cgs_4ddb10ff77f3c, 0, 15
cgs_4ddb10ff77f3c, 0, 15
cgs_4ddb10ff77f3c, 0, 15
cgs_4ddb10ff77f3c, 0, 15
cgs_4ddb10ff77f3c, 0, 15
cgs_4ddb10ff77f3c, 0, 15
cgs_4ddb10ff77f3c, 0, 15
cgs_4ddb10ff77f3c, 0, 15
cgs_4ddb10ff77f3c, 0, 15
cgs_4ddb10ff77f3c, 0, 15
cgs_4ddb10ff77f3c, 0, 15
cgs_4ddb10ff77f3c, 0, 15
cgs_4ddb10ff77f3c, 0, 15
cgs_4ddb10ff77f3c, 0, 14
cgs_4ddb3a17508d0, 0, 3
cgs_4ddb10ff77f3c, 0, 13
cgs_4ddb3a17508d0, 0, 2
cgs_4ddb3a17508d0, 0, 1
cgs_4ddb3a17508d0, 0, 1
cgs_4ddb3a17508d0, 0, 1
cgs_4ddb10ff77f3c, 0, 11
cgs_4dda85fb3fe4c, 0, 11
cgs_4dda85fb3fe4c, 0, 10
cgs_4dda85fb3fe4c, 0, 9
cgs_4dda85fb3fe4c, 0, 8
cgs_4dda85fb3fe4c, 0, 7
cgs_4dda85fb3fe4c, 0, 6
cgs_4ddb2e72d4127, 0, 5
cgs_4dda85fb3fe4c, 0, 5
cgs_4dda85fb3fe4c, 0, 4
cgs_4ddb2e72d4127, 0, 4
cgs_4ddb10ff77f3c, 0, 7
cgs_4ddb10ff77f3c, 0, 5
cgs_4ddb10ff77f3c, 0, 4
cgs_4ddae7ba08607, 0, 15
cgs_4ddae7ba08607, 0, 14
cgs_4ddb251e96705, 0, 2
cgs_4ddb251e96705, 0, 1
cgs_4dcc918a89cbb, 0, 1
cgs_4ddae7ba08607, 0, 13
cgs_4ddb1aeebf518, 0, 2
cgs_4ddb1aeebf518, 0, 1
cgs_4ddb10ff77f3c, 0, 3
cgs_4ddabda70b63d, 0, 3
cgs_4ddafad4ac712, 0, 14
cgs_4ddae7ba08607, 0, 12
cgs_4ddabda70b63d, 0, 2
cgs_4ddb10ff77f3c, 0, 2
cgs_4ddafad4ac712, 0, 13
cgs_4ddb10ff77f3c, 0, 1
cgs_4ddafad4ac712, 0, 11
cgs_4ddaf472aa225, 0, 14
cgs_4ddafad4ac712, 0, 10
cgs_4ddaf472aa225, 0, 13
cgs_4ddafad4ac712, 0, 9
cgs_4ddaf472aa225, 0, 11
cgs_4ddaf472aa225, 0, 10
cgs_4ddae7ba08607, 0, 11
cgs_4ddafad4ac712, 0, 5
cgs_4ddafad4ac712, 0, 3
cgs_4dd9fee41fb53, 0, 5
cgs_4ddafad4ac712, 0, 2
cgs_4ddaf472aa225, 0, 7
cgs_4ddaf472aa225, 0, 6
cgs_4ddafad4ac712, 0, 1
cgs_4ddaf472aa225, 0, 5
cgs_4ddae7ba08607, 0, 10
cgs_4ddaf472aa225, 0, 4
cgs_4ddaf472aa225, 0, 3
cgs_4ddae7ba08607, 0, 9
cgs_4ddaf472aa225, 0, 2
cgs_4ddae7ba08607, 0, 8
cgs_4ddae7ba08607, 0, 7
cgs_4ddae7ba08607, 0, 6
cgs_4ddae3a3ea304, 0, 4
cgs_4ddae3a3ea304, 0, 4
cgs_4ddae3a3ea304, 0, 4
cgs_4ddae3a3ea304, 0, 4
cgs_4ddae3a3ea304, 0, 4
cgs_4ddae3a3ea304, 0, 3
cgs_4ddae3a3ea304, 0, 2
cgs_4ddae3a3ea304, 0, 1
cgs_4ddaa651e6f4d, 0, 3
cgs_4ddaa651e6f4d, 0, 2
cgs_4ddacf11de04f, 0, 3
cgs_4ddacf11de04f, 0, 2
cgs_4ddac9f8c16e4, 0, 6
cgs_4ddacf11de04f, 0, 2
cgs_4ddacf11de04f, 0, 2
cgs_4ddacf11de04f, 0, 1
cgs_4ddac9f8c16e4, 0, 5
cgs_4dd974d7a48e7, 0, 5
cgs_4ddac9f8c16e4, 0, 4
cgs_4ddac9f8c16e4, 0, 3
cgs_4ddac9f8c16e4, 0, 2
cgs_4ddac9f8c16e4, 0, 1
cgs_4ddababc7ab62, 0, 2
cgs_4dd974d7a48e7, 0, 4
cgs_4dd974d7a48e7, 0, 3
cgs_4ddababc7ab62, 0, 1
cgs_4ddabda70b63d, 0, 1
cgs_4dcc9522172c1, 0, 3
cgs_4dda85fb3fe4c, 0, 2
cgs_4ddab05ef0b03, 0, 4
cgs_4ddab05ef0b03, 0, 3
cgs_4ddab05ef0b03, 0, 2
cgs_4ddab05ef0b03, 0, 2
cgs_4ddab05ef0b03, 0, 2
cgs_4ddab05ef0b03, 0, 2
cgs_4ddab05ef0b03, 0, 2
cgs_4ddab05ef0b03, 0, 1
cgs_4dd9fee41fb53, 0, 4
cgs_4dda9f532e3cf, 0, 2
cgs_4dd9fee41fb53, 0, 3
cgs_4dd974d7a48e7, 0, 2
cgs_4ddaa651e6f4d, 0, 1
cgs_4dd9fee41fb53, 0, 3
cgs_4dd9fee41fb53, 0, 2
cgs_4dd9fee41fb53, 0, 1
cgs_4dd974d7a48e7, 0, 1
cgs_4dda9f532e3cf, 0, 1
cgs_4dcc918a89cbb, 0, 1
